game_id,game,round,phase,season_code,team_id_a,team_id_b,fast_break_points_a,fast_break_points_b,turnover_points_a,turnover_points_b,second_chance_points_a,second_chance_points_b,defensive_rebounds_a,offensive_rebounds_b,offensive_rebounds_a,defensive_rebounds_b,turnovers_starters_a,turnovers_bench_a,turnovers_starters_b,turnovers_bench_b,steals_starters_a,steals_bench_a,steals_starters_b,steals_bench_b,assists_starters_a,assists_bench_a,assists_starters_b,assists_bench_b,points_starters_a,points_bench_a,points_starters_b,points_bench_b,max_a,minute_prev_a,prev_a,minute_str_a,str_a,max_b,minute_prev_b,prev_b,minute_str_b,str_b,max_lead_a,max_lead_b,minute_max_lead_a,minute_max_lead_b,points_max_lead_a,points_max_lead_b
E2023_227,IST-TEL,26,REGULAR SEASON,E2023,IST,TEL,10,5,4,4,17,14,26,11,12,19,3,0,5,1,2,2,1,1,10,10,9,10,53,52,61,30,8,22,55-59,24,63-59,7,2,5-3,4,5-10,14,5,40,4,105-91,8-13
E2023_228,PAM-OLY,26,REGULAR SEASON,E2023,PAM,OLY,14,12,13,20,7,7,26,10,4,26,5,10,10,2,4,5,4,5,8,9,8,10,21,44,40,38,7,17,28-36,18,35-36,12,12,23-22,15,23-34,3,16,1,39,3-0,60-76
E2023_229,PAR-MUN,26,REGULAR SEASON,E2023,PAR,MUN,5,6,6,2,14,17,21,8,12,25,5,1,4,3,2,2,1,0,5,8,13,4,46,32,40,39,7,23,50-47,25,57-47,6,3,8-5,4,8-11,10,7,25,12,57-47,23-30
E2023_230,BAS-ASV,26,REGULAR SEASON,E2023,BAS,ASV,13,2,14,1,10,22,26,13,10,25,3,2,2,5,4,0,1,2,22,7,12,5,48,46,48,32,8,31,71-66,35,79-66,7,27,71-59,31,71-66,16,4,39,1,92-76,0-4
E2023_231,RED-ZAL,26,REGULAR SEASON,E2023,RED,ZAL,16,13,10,14,9,6,25,7,8,18,8,4,6,2,3,1,4,3,18,4,16,3,70,21,65,28,7,30,65-68,32,72-68,8,23,53-51,25,53-59,4,6,32,7,72-68,11-17
E2023_232,BAR-BER,26,REGULAR SEASON,E2023,BAR,BER,4,0,26,21,19,8,28,11,10,20,6,13,9,10,10,3,8,5,16,7,8,5,48,45,35,42,11,17,40-36,20,51-36,12,36,89-63,39,89-75,31,4,29,2,78-47,4-8
E2023_233,PAN-ULK,26,REGULAR SEASON,E2023,PAN,ULK,6,7,25,6,18,4,25,7,13,22,9,2,8,5,3,3,5,1,5,4,7,9,56,18,35,28,11,17,27-30,20,38-30,11,5,7-8,8,7-19,15,12,28,8,53-38,7-19
E2023_234,VIR-MCO,26,REGULAR SEASON,E2023,VIR,MCO,2,0,19,11,5,7,26,8,4,30,7,4,12,0,6,1,3,1,12,7,5,1,45,33,58,23,11,19,30-45,23,41-45,7,10,16-19,12,16-26,2,16,38,18,76-74,27-43
E2023_235,BER-TEL,27,REGULAR SEASON,E2023,BER,TEL,2,8,5,22,10,13,18,7,11,30,6,9,1,8,1,5,5,6,8,10,16,13,42,29,59,47,8,18,27-53,20,35-53,11,3,7-4,6,7-15,3,39,1,37,3-0,63-102
E2023_236,PAR-IST,27,REGULAR SEASON,E2023,PAR,IST,8,6,13,14,9,11,19,9,8,17,8,2,7,4,3,2,3,2,10,5,11,6,44,56,41,49,6,16,31-32,17,37-32,7,25,55-44,27,55-51,11,5,25,10,55-44,15-20
E2023_237,MAD-PAN,27,REGULAR SEASON,E2023,MAD,PAN,10,14,15,22,9,6,24,6,10,20,12,7,6,4,6,1,7,2,11,3,14,8,56,30,66,31,9,22,43-50,25,52-50,8,35,74-75,37,74-83,9,12,9,40,22-13,83-95
E2023_238,VIR-PAM,27,REGULAR SEASON,E2023,VIR,PAM,2,0,8,5,15,7,22,9,11,23,4,4,9,6,4,6,2,1,10,13,13,1,41,46,40,34,8,18,36-32,20,44-32,9,6,12-11,7,12-20,17,8,39,7,86-69,12-20
E2023_239,ZAL-OLY,27,REGULAR SEASON,E2023,ZAL,OLY,10,11,10,17,18,12,17,6,14,20,5,7,5,3,1,5,3,4,7,5,19,4,34,42,54,41,6,14,25-30,16,31-30,8,2,4-2,4,4-10,2,22,1,40,2-0,73-95
E2023_240,BAR-MCO,27,REGULAR SEASON,E2023,BAR,MCO,4,2,17,11,14,16,24,13,14,32,8,2,4,7,4,2,4,2,10,5,9,8,49,18,55,22,6,1,1-0,3,7-0,6,10,21-12,12,21-18,9,13,10,36,21-12,57-70
E2023_241,MUN-RED,27,REGULAR SEASON,E2023,MUN,RED,2,11,5,2,6,21,30,12,6,25,4,4,6,3,4,3,3,2,11,7,6,2,50,24,44,22,13,6,10-19,11,23-19,8,30,53-43,32,53-51,11,9,24,6,40-29,10-19
E2023_242,ULK-BAS,27,REGULAR SEASON,E2023,ULK,BAS,13,13,35,4,9,3,17,5,5,24,3,3,9,7,4,5,3,1,19,13,15,5,49,62,64,32,10,30,78-78,32,88-78,8,15,47-40,17,47-48,15,6,39,23,109-94,57-63
E2023_243,ASV-MIL,27,REGULAR SEASON,E2023,ASV,MIL,7,10,10,17,4,13,26,12,4,24,5,4,5,5,3,5,2,2,7,11,9,3,36,45,43,34,14,31,62-59,36,76-59,11,38,80-66,40,80-77,17,2,36,1,76-59,0-2
E2023_244,IST-MUN,28,REGULAR SEASON,E2023,IST,MUN,24,9,27,10,7,6,20,7,7,20,3,6,12,5,5,3,5,2,10,10,12,5,68,41,70,16,10,20,49-49,22,59-49,8,2,6-4,5,6-12,28,9,36,7,101-73,12-21
E2023_245,MCO-RED,28,REGULAR SEASON,E2023,MCO,RED,4,0,20,5,20,9,22,8,14,22,3,2,6,5,2,3,1,1,13,8,15,5,58,40,61,19,12,7,13-17,10,25-17,6,10,25-17,12,25-23,22,4,39,4,98-76,7-11
E2023_246,TEL-ZAL,28,REGULAR SEASON,E2023,TEL,ZAL,9,12,19,12,15,0,25,4,14,23,8,4,5,11,5,5,5,3,14,7,13,3,48,35,49,27,8,34,64-67,35,72-67,7,2,11-4,4,11-11,7,8,2,26,11-4,49-57
E2023_247,OLY-VIR,28,REGULAR SEASON,E2023,OLY,VIR,9,11,15,14,9,7,30,7,8,25,9,6,5,6,3,4,6,5,8,7,7,9,47,27,29,40,16,20,34-46,26,50-46,8,18,34-38,20,34-46,11,12,37,20,68-57,34-46
E2023_248,MAD-ULK,28,REGULAR SEASON,E2023,MAD,ULK,2,4,14,16,7,16,21,17,9,28,8,4,8,5,5,1,1,4,10,4,8,8,56,23,43,46,5,22,35-46,23,40-46,9,14,25-27,17,25-36,3,17,5,35,11-8,64-81
E2023_249,PAM-BAR,28,REGULAR SEASON,E2023,PAM,BAR,16,4,24,14,10,17,17,11,8,26,5,7,11,8,6,6,5,1,7,10,14,12,43,35,54,34,8,6,6-16,8,14-16,10,32,63-66,35,63-76,6,13,14,35,32-26,63-76
E2023_250,MIL-PAR,28,REGULAR SEASON,E2023,MIL,PAR,14,6,21,29,11,17,16,10,6,12,13,6,6,7,7,2,7,5,18,2,6,8,61,24,28,55,10,4,2-10,6,12-10,8,1,0-0,3,0-8,6,8,26,3,57-51,0-8
E2023_251,PAN-ASV,28,REGULAR SEASON,E2023,PAN,ASV,4,10,11,16,11,6,23,8,16,18,7,6,5,9,3,4,2,5,12,7,5,8,53,32,32,35,7,29,52-48,30,59-48,9,10,20-14,12,20-23,18,3,39,12,83-65,20-23
E2023_252,BAS-BER,28,REGULAR SEASON,E2023,BAS,BER,11,7,16,11,12,2,27,13,8,21,9,2,6,5,4,1,6,3,17,6,14,9,55,33,28,43,10,1,0-2,3,10-2,7,14,32-14,15,32-21,20,2,32,1,69-49,0-2
E2023_253,BER-MCO,29,REGULAR SEASON,E2023,BER,MCO,5,10,13,36,4,14,26,16,7,23,13,8,7,5,5,3,3,8,11,7,11,8,41,41,49,41,7,5,10-9,7,17-9,12,10,27-13,14,27-25,14,11,10,23,27-13,45-56
E2023_254,BAR-PAR,29,REGULAR SEASON,E2023,BAR,PAR,0,0,18,15,4,13,24,9,5,17,6,8,7,4,3,2,4,4,17,9,9,3,53,41,55,21,11,22,56-52,25,67-52,7,29,74-63,31,74-70,19,7,40,6,94-75,9-16
E2023_255,OLY-PAN,29,REGULAR SEASON,E2023,OLY,PAN,10,8,24,2,9,5,23,9,6,31,4,3,14,4,7,4,4,1,11,2,6,3,32,39,45,20,11,19,28-33,24,39-33,9,29,48-38,31,48-47,11,10,27,10,47-36,7-17
E2023_256,BAS-MIL,29,REGULAR SEASON,E2023,BAS,MIL,2,8,8,15,11,2,32,11,8,22,9,5,6,2,1,2,8,2,9,6,13,4,60,28,64,9,13,11,19-20,13,32-20,8,19,48-34,22,48-42,23,0,34,0,79-56,
E2023_257,RED-TEL,29,REGULAR SEASON,E2023,RED,TEL,18,7,16,22,6,16,20,17,11,21,12,2,9,2,3,3,2,4,13,7,12,4,59,21,68,16,7,1,2-3,3,9-3,11,33,63-59,36,63-70,18,7,21,36,49-31,63-70
E2023_258,ULK-PAM,29,REGULAR SEASON,E2023,ULK,PAM,25,22,19,11,9,7,22,4,10,21,4,6,4,9,1,5,4,2,11,14,8,12,60,58,53,35,11,2,3-5,5,14-5,7,33,93-65,35,93-72,30,2,37,1,105-75,0-2
E2023_259,VIR-MAD,29,REGULAR SEASON,E2023,VIR,MAD,6,0,8,4,12,11,18,13,10,26,3,2,4,5,4,0,3,1,10,5,11,8,43,31,48,41,8,33,56-69,35,64-69,9,1,2-0,3,2-9,2,16,1,24,2-0,35-51
E2023_260,MUN-ZAL,29,REGULAR SEASON,E2023,MUN,ZAL,6,2,11,16,4,11,26,11,8,21,10,6,7,8,2,6,3,3,6,7,5,5,44,20,31,27,14,4,0-6,8,14-6,9,37,60-47,40,60-56,18,6,29,4,50-32,0-6
E2023_261,ASV-IST,29,REGULAR SEASON,E2023,ASV,IST,10,4,8,25,13,8,29,7,10,17,5,10,1,6,1,0,5,5,11,11,7,9,44,40,37,43,9,23,48-45,26,57-45,11,33,74-56,35,74-67,18,0,32,0,72-54,
E2023_262,BER-MAD,30,REGULAR SEASON,E2023,BER,MAD,2,6,20,13,5,9,19,15,6,29,6,4,7,6,6,1,4,2,11,6,9,6,58,21,43,43,8,22,43-38,23,51-38,11,11,28-19,14,28-30,13,7,23,40,51-38,79-86
E2023_263,IST-OLY,30,REGULAR SEASON,E2023,IST,OLY,16,15,11,12,10,10,18,8,8,18,8,4,5,8,3,4,5,3,10,9,13,7,43,42,46,26,10,29,62-61,34,72-61,7,8,24-13,9,24-20,15,0,38,0,81-66,
E2023_264,TEL-ASV,30,REGULAR SEASON,E2023,TEL,ASV,11,7,14,5,10,9,21,8,12,23,4,3,6,6,3,5,1,3,16,2,7,14,80,18,52,38,9,4,9-9,7,18-9,13,8,23-13,12,23-26,10,10,8,26,23-13,54-64
E2023_265,PAR-BAS,30,REGULAR SEASON,E2023,PAR,BAS,7,6,11,15,6,10,22,9,9,23,3,6,5,6,2,1,2,2,14,4,8,6,68,19,49,34,8,22,46-44,24,54-44,6,9,23-14,12,23-20,12,0,33,0,78-66,
E2023_266,ZAL-VIR,30,REGULAR SEASON,E2023,ZAL,VIR,0,11,16,4,11,10,22,9,8,21,4,6,8,5,2,3,3,4,12,7,15,3,43,53,42,39,10,23,49-51,25,59-51,7,12,28-24,14,28-31,17,6,40,6,96-79,12-18
E2023_267,MCO-MIL,30,REGULAR SEASON,E2023,MCO,MIL,0,6,7,14,9,12,23,10,8,27,7,3,4,3,4,1,4,2,3,7,11,10,31,49,62,36,9,26,53-71,29,62-71,12,8,20-17,11,20-29,3,19,7,25,15-12,50-69
E2023_268,RED-PAN,30,REGULAR SEASON,E2023,RED,PAN,20,12,15,12,4,8,24,10,7,25,6,5,8,2,4,3,4,1,8,15,15,10,25,51,71,18,6,8,14-23,10,20-23,11,10,20-23,11,20-34,3,16,2,29,5-2,52-68
E2023_269,ULK-BAR,30,REGULAR SEASON,E2023,ULK,BAR,13,9,14,10,8,20,24,16,9,19,9,4,11,5,7,2,5,2,5,7,6,4,41,47,33,41,11,10,21-11,13,32-11,8,29,62-51,31,62-59,25,0,16,0,40-15,
E2023_270,PAM-MUN,30,REGULAR SEASON,E2023,PAM,MUN,2,2,11,14,10,5,25,7,11,26,10,3,9,5,2,1,3,5,9,3,4,8,60,10,42,26,13,4,10-8,8,23-8,7,24,52-41,26,52-48,15,4,8,2,23-8,2-6
E2023_271,IST-BER,31,REGULAR SEASON,E2023,IST,BER,12,13,13,16,10,14,24,16,8,25,2,5,6,6,3,4,2,3,7,9,14,6,33,52,53,31,14,10,20-23,13,34-23,18,21,55-40,26,55-58,15,5,21,32,55-40,67-72
E2023_272,OLY-ASV,31,REGULAR SEASON,E2023,OLY,ASV,11,7,16,15,5,12,28,9,7,23,6,6,6,8,4,3,4,3,13,11,10,6,45,35,38,26,18,34,59-61,40,77-61,9,19,43-31,22,43-40,16,2,40,2,80-64,0-2
E2023_273,PAR-MAD,31,REGULAR SEASON,E2023,PAR,MAD,2,11,5,6,9,17,25,12,10,28,6,1,4,0,2,1,2,0,6,3,17,6,47,29,62,26,7,9,6-10,10,13-10,16,27,54-52,30,54-68,5,17,3,33,5-0,56-73
E2023_274,ZAL-BAS,31,REGULAR SEASON,E2023,ZAL,BAS,18,7,13,10,21,4,23,9,15,22,4,6,8,5,4,6,0,3,8,9,13,2,43,51,51,25,10,7,9-15,8,19-15,6,23,52-40,25,52-46,20,6,38,7,86-66,9-15
E2023_275,MCO-PAM,31,REGULAR SEASON,E2023,MCO,PAM,4,0,18,11,15,8,21,8,11,19,6,9,7,7,5,1,2,8,12,6,9,11,55,24,39,39,6,1,0-0,2,6-0,7,31,59-54,33,59-61,12,2,9,33,22-10,59-61
E2023_276,MIL-ULK,31,REGULAR SEASON,E2023,MIL,ULK,7,10,22,16,13,7,22,7,8,21,8,7,9,6,4,1,1,6,11,4,6,11,57,20,34,42,8,4,9-8,5,17-8,10,18,43-29,22,43-39,17,3,14,1,39-22,0-3
E2023_277,RED-VIR,31,REGULAR SEASON,E2023,RED,VIR,17,11,9,18,4,20,30,16,9,20,10,5,8,3,3,2,2,4,17,13,12,6,59,35,48,31,11,27,61-61,29,72-61,6,9,19-17,10,19-23,16,5,40,2,94-78,0-5
E2023_278,MUN-TEL,31,REGULAR SEASON,E2023,MUN,TEL,2,14,14,23,11,11,23,10,9,26,6,10,9,1,3,1,4,6,6,7,8,8,39,35,43,46,11,29,56-63,32,67-63,18,33,69-65,38,69-83,6,16,3,16,6-0,28-44
E2023_279,PAN-BAR,31,REGULAR SEASON,E2023,PAN,BAR,4,17,24,15,11,8,21,16,9,15,9,5,10,5,6,2,5,0,10,8,12,11,71,18,44,37,7,10,17-23,12,24-23,17,12,24-23,16,24-40,13,16,40,16,89-76,24-40
E2023_280,MUN-BAR,32,REGULAR SEASON,E2023,MUN,BAR,0,11,13,13,4,8,24,8,11,24,9,6,4,5,3,1,8,4,11,10,9,9,45,34,47,40,6,16,21-43,19,27-43,15,10,19-23,15,19-38,3,22,3,16,3-0,21-43
E2023_281,ASV-MCO,32,REGULAR SEASON,E2023,ASV,MCO,9,16,16,22,5,15,24,8,9,28,6,10,7,4,3,3,2,5,9,15,9,7,32,45,29,58,10,20,38-44,23,48-44,13,37,71-71,39,71-84,11,13,28,39,61-50,71-84
E2023_282,BAS-IST,32,REGULAR SEASON,E2023,BAS,IST,7,7,8,22,12,13,21,12,14,19,4,9,4,3,1,4,7,3,11,2,7,11,34,42,72,25,8,19,37-49,20,45-49,13,22,47-52,26,47-65,2,24,2,30,2-0,53-77
E2023_283,TEL-PAM,32,REGULAR SEASON,E2023,TEL,PAM,11,4,21,8,17,24,23,16,12,22,5,4,8,6,7,3,4,2,13,5,10,9,52,43,38,42,9,15,29-30,17,38-30,12,4,10-4,8,10-16,18,6,40,8,95-77,12-18
E2023_284,PAR-OLY,32,REGULAR SEASON,E2023,PAR,OLY,2,14,19,23,12,3,21,5,18,21,8,9,4,8,4,0,3,7,16,0,7,4,66,3,44,30,7,19,33-30,20,40-30,12,30,59-46,34,59-58,14,5,27,40,52-38,69-74
E2023_285,ZAL-MIL,32,REGULAR SEASON,E2023,ZAL,MIL,5,7,18,15,11,4,24,7,12,22,4,4,9,3,3,3,4,1,9,7,8,4,48,39,56,17,9,36,72-68,39,81-68,8,6,12-9,10,12-17,16,5,40,10,86-70,12-17
E2023_286,ULK-BER,32,REGULAR SEASON,E2023,ULK,BER,31,13,35,7,7,9,23,7,5,22,3,7,10,12,4,9,0,4,12,15,4,7,72,31,28,40,15,27,65-49,29,80-49,12,16,49-28,20,49-40,37,0,40,0,103-66,
E2023_287,MAD-RED,32,REGULAR SEASON,E2023,MAD,RED,4,4,17,19,11,11,26,7,9,23,7,6,6,3,0,5,3,2,2,17,12,6,45,56,68,26,13,27,54-70,29,67-70,10,9,20-13,11,20-23,7,16,9,27,20-13,54-70
E2023_288,VIR-PAN,32,REGULAR SEASON,E2023,VIR,PAN,0,2,8,17,13,17,21,14,8,19,4,9,6,2,5,0,4,1,14,7,11,2,53,26,58,23,7,23,42-55,25,49-55,6,5,9-9,6,9-15,3,17,1,13,3-0,19-36
E2023_289,BER-PAR,33,REGULAR SEASON,E2023,BER,PAR,8,6,14,19,9,13,19,7,9,21,7,11,8,5,5,3,5,6,10,7,10,6,40,43,55,39,7,21,36-49,23,43-49,9,17,29-36,19,29-45,0,16,0,19,,29-45
E2023_290,MCO-ZAL,33,REGULAR SEASON,E2023,MCO,ZAL,5,2,18,13,9,10,27,10,13,23,5,7,6,8,4,4,1,2,6,7,6,8,52,17,35,31,8,4,7-4,8,15-4,6,21,41-29,23,41-35,15,0,33,0,59-44,
E2023_291,RED-OLY,33,REGULAR SEASON,E2023,RED,OLY,2,6,13,20,28,13,22,9,16,18,4,10,3,6,3,1,2,7,11,11,19,8,53,33,40,49,8,6,3-12,8,11-12,9,8,11-12,10,11-21,0,10,0,10,,11-21
E2023_292,BAR-TEL,33,REGULAR SEASON,E2023,BAR,TEL,5,5,15,16,13,10,28,14,12,21,6,8,7,5,4,1,1,5,18,5,9,13,48,44,49,40,9,36,80-85,39,89-85,8,32,75-70,34,75-78,10,10,29,14,69-59,25-35
E2023_293,PAM-ASV,33,REGULAR SEASON,E2023,PAM,ASV,10,4,18,10,13,9,17,9,10,34,5,6,4,11,2,7,4,3,5,5,16,8,39,30,61,37,7,11,22-29,12,29-29,25,17,38-44,26,38-69,0,39,0,28,,40-79
E2023_294,MIL-VIR,33,REGULAR SEASON,E2023,MIL,VIR,10,5,18,10,7,6,28,9,4,24,6,4,6,8,8,1,2,3,14,4,8,8,65,25,49,26,13,5,7-9,8,20-9,7,9,22-11,10,22-18,24,4,26,4,64-40,3-7
E2023_295,MUN-PAN,33,REGULAR SEASON,E2023,MUN,PAN,5,9,12,18,7,7,24,6,6,28,7,4,7,5,5,3,3,1,13,6,7,9,50,25,46,36,9,32,56-63,34,65-63,8,15,28-26,17,28-34,7,8,8,38,15-8,70-78
E2023_296,ULK-IST,33,REGULAR SEASON,E2023,ULK,IST,15,7,9,15,16,15,23,11,15,21,3,12,7,4,0,4,4,2,4,8,12,7,20,60,50,32,10,9,8-16,13,18-16,7,21,39-32,23,39-39,7,8,21,8,39-32,5-13
E2023_297,MAD-BAS,33,REGULAR SEASON,E2023,MAD,BAS,17,8,14,20,6,13,27,12,9,29,9,5,7,7,10,1,4,1,15,8,12,10,61,30,27,68,8,5,15-10,7,23-10,13,33,73-67,36,73-80,15,7,8,36,27-12,73-80
E2023_298,IST-RED,34,REGULAR SEASON,E2023,IST,RED,21,8,29,2,17,15,28,12,14,25,4,4,9,13,6,8,1,1,11,12,4,9,35,65,45,10,22,29,70-44,35,92-44,9,35,92-44,39,92-53,48,1,35,4,92-44,4-5
E2023_299,MCO-MUN,34,REGULAR SEASON,E2023,MCO,MUN,8,5,16,19,7,9,18,7,4,15,5,6,9,3,2,4,0,6,15,5,14,7,54,35,55,30,9,8,20-14,10,29-14,11,27,70-47,30,70-58,24,2,21,1,54-30,0-2
E2023_300,TEL-MIL,34,REGULAR SEASON,E2023,TEL,MIL,12,13,15,12,13,12,27,12,13,23,10,7,8,9,4,3,7,5,9,14,9,5,53,39,45,41,6,5,18-14,7,24-14,6,9,25-17,10,25-23,10,3,7,20,24-14,49-52
E2023_301,PAN-BER,34,REGULAR SEASON,E2023,PAN,BER,2,12,21,15,13,15,23,11,9,26,5,5,7,9,5,4,1,1,6,12,8,11,43,41,44,31,13,30,60-63,34,73-63,9,27,57-50,29,57-59,12,7,39,5,78-66,5-12
E2023_302,ZAL-MAD,34,REGULAR SEASON,E2023,ZAL,MAD,13,4,28,7,7,11,21,11,9,33,3,5,7,9,8,3,0,1,13,1,8,7,44,18,36,28,9,30,36-44,31,45-44,11,6,9-8,11,9-19,2,10,1,11,2-0,9-19
E2023_303,VIR-BAS,34,REGULAR SEASON,E2023,VIR,BAS,2,2,13,5,12,19,24,13,9,24,6,4,6,4,3,3,4,3,13,11,10,7,38,53,49,46,13,16,38-38,19,51-38,8,25,66-57,28,66-65,13,7,19,37,51-38,83-90
E2023_304,ASV-BAR,34,REGULAR SEASON,E2023,ASV,BAR,8,7,8,7,7,11,26,16,6,28,4,5,5,10,3,5,1,4,15,8,8,8,44,32,19,53,8,7,13-15,9,21-15,8,34,66-60,37,66-68,9,4,11,4,27-18,6-10
E2023_305,OLY-ULK,34,REGULAR SEASON,E2023,OLY,ULK,11,4,18,13,6,15,25,11,4,27,8,3,9,6,4,4,6,1,10,5,12,2,45,39,48,33,9,44,73-78,45,82-78,11,1,2-0,4,2-11,6,9,15,4,29-23,2-11
E2023_306,PAR-PAM,34,REGULAR SEASON,E2023,PAR,PAM,12,18,31,11,9,10,25,9,9,30,5,5,8,13,2,8,1,3,13,8,6,7,38,41,22,44,11,15,24-29,18,35-29,8,4,8-2,6,8-10,13,6,34,10,67-54,15-21
E2023_307,TEL-BAS,35,PLAY-IN,E2023,TEL,BAS,16,10,11,9,23,8,22,9,16,18,4,4,7,5,5,2,4,3,14,10,12,10,76,37,54,31,10,8,21-15,11,31-15,10,20,55-31,21,55-41,30,0,39,0,113-83,
E2023_308,IST-VIR,35,PLAY-IN,E2023,IST,VIR,6,11,16,13,14,13,25,14,15,29,7,3,6,10,4,5,5,3,6,2,9,12,47,17,28,39,8,4,6-7,6,14-7,11,8,23-12,12,23-23,11,7,8,37,23-12,57-64
E2023_309,BAS-VIR,36,PLAY-IN,E2023,BAS,VIR,7,4,8,6,21,19,22,10,15,25,9,2,12,4,5,4,5,2,16,6,3,8,42,47,40,37,12,21,41-43,24,53-43,5,27,63-47,28,63-52,16,3,27,1,63-47,0-3
E2023_310,MAD-BAS,37,PLAYOFFS,E2023,MAD,BAS,8,4,11,10,11,15,30,12,7,27,3,4,8,4,5,4,3,0,11,10,10,8,50,40,42,32,12,5,13-11,8,25-11,7,15,42-25,17,42-32,24,0,33,0,77-53,
E2023_311,BAR-OLY,37,PLAYOFFS,E2023,BAR,OLY,5,8,15,20,10,9,21,6,12,25,10,7,9,10,4,4,5,6,10,9,13,7,31,44,30,47,8,35,59-69,37,67-69,9,16,34-35,19,34-44,3,13,13,27,30-27,47-60
E2023_312,MCO-ULK,37,PLAYOFFS,E2023,MCO,ULK,3,2,22,8,13,12,19,13,11,28,3,3,5,8,3,2,1,2,11,6,9,8,60,31,57,38,9,4,5-4,5,14-4,8,21,47-37,23,47-45,14,8,14,44,34-20,86-94
E2023_313,PAN-TEL,37,PLAYOFFS,E2023,PAN,TEL,7,8,8,19,10,12,27,15,6,22,7,5,4,2,2,1,4,4,17,7,10,5,62,25,68,23,6,11,27-29,13,33-29,6,34,77-75,35,77-81,12,5,22,7,56-44,14-19
E2023_314,MAD-BAS,38,PLAYOFFS,E2023,MAD,BAS,8,11,16,12,15,13,24,9,12,18,7,3,10,3,7,1,3,3,13,11,17,2,57,44,61,29,11,30,74-63,33,85-63,9,36,93-70,37,93-79,23,6,34,2,89-66,0-6
E2023_315,BAR-OLY,38,PLAYOFFS,E2023,BAR,OLY,2,2,25,5,16,12,15,9,15,23,7,3,11,8,4,3,4,2,9,12,9,10,44,33,37,32,11,7,12-12,9,23-12,6,2,7-2,4,7-8,13,2,10,1,27-14,0-2
E2023_316,MCO-ULK,38,PLAYOFFS,E2023,MCO,ULK,2,5,13,13,11,4,27,5,7,20,6,7,7,5,4,3,2,4,13,3,8,10,50,43,44,44,13,5,14-11,8,27-11,9,20,54-44,21,54-53,16,9,8,30,27-11,65-74
E2023_317,PAN-TEL,38,PLAYOFFS,E2023,PAN,TEL,6,15,17,14,20,2,21,10,12,17,4,6,5,6,3,2,3,1,10,8,9,13,40,55,45,34,14,17,35-38,19,49-38,12,30,71-56,32,71-68,18,9,25,9,62-44,16-25
E2023_318,BAS-MAD,39,PLAYOFFS,E2023,BAS,MAD,20,11,17,15,19,11,22,12,13,24,6,8,6,3,5,0,4,4,14,5,15,13,65,33,67,35,9,23,61-60,25,70-60,13,32,80-75,35,80-88,10,8,13,35,37-27,80-88
E2023_319,OLY-BAR,39,PLAYOFFS,E2023,OLY,BAR,7,2,13,8,13,7,28,14,12,28,4,5,8,4,6,3,3,1,11,7,17,9,26,54,46,36,7,15,25-25,17,32-25,9,20,37-29,22,37-38,8,6,20,30,37-29,51-57
E2023_320,ULK-MCO,39,PLAYOFFS,E2023,ULK,MCO,11,9,11,7,7,7,24,9,8,22,4,4,5,5,3,5,3,2,11,11,14,6,47,42,50,28,7,26,53-51,27,60-51,7,33,75-64,34,75-71,11,3,30,10,69-58,18-21
E2023_321,TEL-PAN,39,PLAYOFFS,E2023,TEL,PAN,2,7,17,8,10,20,20,11,11,21,4,4,7,4,4,2,3,2,15,8,12,6,56,29,57,26,11,21,46-39,24,57-39,9,28,64-47,30,64-56,18,0,24,0,57-39,
E2023_323,OLY-BAR,40,PLAYOFFS,E2023,OLY,BAR,4,7,14,5,15,8,36,12,11,19,7,6,5,7,3,3,2,6,11,7,8,4,36,56,29,29,17,10,19-23,14,36-23,8,24,61-37,28,61-45,36,7,39,6,90-54,12-19
E2023_324,ULK-MCO,40,PLAYOFFS,E2023,ULK,MCO,2,6,2,10,18,8,25,9,17,25,6,7,1,7,2,1,4,2,7,6,7,5,34,28,39,26,12,2,0-4,7,12-4,7,24,42-36,26,42-43,8,4,7,2,12-4,0-4
E2023_325,TEL-PAN,40,PLAYOFFS,E2023,TEL,PAN,12,6,10,2,12,10,19,6,15,25,0,4,5,2,3,2,1,1,9,7,16,4,48,40,85,10,10,30,68-74,33,78-74,10,37,88-85,40,88-95,7,8,34,6,82-75,12-20
E2023_327,BAR-OLY,41,PLAYOFFS,E2023,BAR,OLY,10,4,17,13,7,7,25,12,12,31,8,5,4,12,6,6,3,4,10,7,8,7,29,30,26,37,7,24,31-30,25,38-30,8,36,49-49,38,49-57,9,8,12,38,18-9,49-57
E2023_328,MCO-ULK,41,PLAYOFFS,E2023,MCO,ULK,4,2,21,11,14,11,18,13,11,19,7,4,9,6,3,5,5,3,9,6,11,6,44,35,43,37,8,26,47-48,28,55-48,10,28,55-48,31,55-58,8,4,20,3,40-32,0-4
E2023_329,PAN-TEL,41,PLAYOFFS,E2023,PAN,TEL,6,5,15,18,11,11,22,13,18,19,9,3,6,6,5,2,3,2,10,5,12,5,63,18,47,22,10,28,54-56,33,64-56,7,25,49-46,27,49-53,12,7,40,7,81-69,8-15
E2023_330,MAD-OLY,42,FINAL FOUR,E2023,MAD,OLY,15,9,18,7,12,13,23,14,8,17,7,7,5,10,5,3,2,7,11,8,9,6,44,43,39,37,9,2,5-6,4,14-6,9,20,56-34,24,56-43,25,0,19,0,54-29,
